product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost
TEC-MA-10002195,Technology,Machines,"Epson Receipt Printer, Red",194.106,2,0.15,79.926,12.91
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262,14.95
OFF-EN-10003920,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",31.2,4,0.6,-32.04,2.81
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2,0.0,5.8604,2.18
FUR-BO-10000883,Furniture,Bookcases,"Dania Corner Shelving, Mobile",78.4917,1,0.37,-44.8683,6.71
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",12.192,4,0.2,4.1148,0.66
FUR-ADV-10000847,Furniture,Furnishings,"Advantus Stacking Tray, Black",158.58,6,0.0,44.28,48.35
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0.0,80.0199,11.98
TEC-PH-10004437,Technology,Phones,"Cisco Speaker Phone, with Caller ID",461.6,5,0.0,180.0,97.2
TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1299.66,2,0.0,350.9082,53.23
OFF-EN-10002491,Office Supplies,Envelopes,"Cameo Peel and Seal, Set of 50",42.0,2,0.0,12.18,3.55
OFF-LA-10001469,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",11.84,2,0.0,5.44,0.93
OFF-EN-10004470,Office Supplies,Envelopes,"Ames Clasp Envelope, Security-Tint",25.6,4,0.0,9.92,2.14
OFF-TEN-10004270,Office Supplies,Storage,"Tenex File Cart, Single Width",268.32,2,0.0,24.12,8.59
OFF-AVE-10004312,Office Supplies,Binders,"Avery Index Tab, Clear",6.33,1,0.0,0.24,2.39
FUR-FU-10004459,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic",170.28,4,0.0,30.6,31.48
TEC-PH-10003511,Technology,Phones,"Samsung Speaker Phone, Full Size",249.06,2,0.0,12.42,32.12
OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,15.84,3,0.0,7.128,1.19
OFF-AR-10002335,Office Supplies,Art,"Sanford Canvas, Fluorescent",69.04,2,0.0,1.36,15.55
FUR-BO-10002378,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",281.82,3,0.0,25.32,25.09
OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,3,0.2,14.3952,7.77
OFF-FA-10003437,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",96.9,5,0.0,26.1,14.73
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,22.28
OFF-ST-10000496,Office Supplies,Storage,"Tenex Folders, Wire Frame",104.02,7,0.0,36.4,15.7
OFF-AVE-10000543,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",15.48,4,0.0,1.44,1.3
OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,8.34,3,0.0,2.2518,1.5
FUR-BO-10001385,Furniture,Bookcases,"Sauder Corner Shelving, Metal",409.4604,3,0.07,162.8604,36.29
FUR-TA-10002527,Furniture,Tables,"Barricks Round Table, Fully Assembled",533.1588,2,0.47,-301.8012,97.72
OFF-SU-10003866,Office Supplies,Supplies,"Acme Ruler, Easy Grip",36.66,4,0.5,-22.74,1.82
OFF-LA-10003058,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Adjustable",16.74,2,0.0,1.14,1.59
OFF-LA-10001719,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",27.36,2,0.0,4.08,1.99
OFF-LA-10000473,Office Supplies,Labels,"Harbour Creations File Folder Labels, Alphabetical",17.1,2,0.0,6.3,1.77
TEC-AC-10003262,Technology,Accessories,"Belkin Router, Erganomic",307.872,2,0.4,-118.068,56.19
OFF-CAM-10000497,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",324.0,12,0.0,29.16,40.02
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,5,0.0,356.225,180.31
OFF-ELI-10001812,Office Supplies,Supplies,"Elite Shears, Easy Grip",19.452,1,0.6,-26.268,0.49
OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2,3.6288,1.49
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848,7.98
OFF-STA-10002719,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",10.416,1,0.6,-6.774,0.81
OFF-SU-10004627,Office Supplies,Supplies,"Stiletto Box Cutter, High Speed",179.85,5,0.0,39.45,33.78
FUR-BUS-10002989,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825.36,2,0.0,338.34,77.92
OFF-SU-10004496,Office Supplies,Supplies,"Kleencut Scissors, Easy Grip",47.82,2,0.0,10.5,9.66
FUR-FU-10001890,Furniture,Furnishings,"Eldon Clock, Durable",107.1,2,0.0,32.1,11.12
OFF-PA-10000301,Office Supplies,Paper,"Enermax Parchment Paper, Premium",61.56,4,0.0,0.0,3.13
FUR-TA-10002972,Furniture,Tables,"Barricks Computer Table, Fully Assembled",254.0343,1,0.47,-95.8857,27.05
FUR-TA-10001113,Furniture,Tables,"Barricks Training Table, Fully Assembled",1119.195,5,0.3,255.795,46.43
TEC-CO-10001234,Technology,Copiers,"Canon Fax Machine, Digital",634.78788,3,0.002,62.32788,47.9
OFF-ST-10004020,Office Supplies,Storage,"Tenex Lockers, Single Width",612.54,3,0.0,36.72,53.46
TEC-MA-10003441,Technology,Machines,"Okidata Inkjet, Wireless",848.07,3,0.1,310.95,116.27
OFF-FA-10003587,Office Supplies,Fasteners,"Advantus Push Pins, Assorted Sizes",28.512,4,0.4,0.432,1.04
FUR-CH-10004826,Furniture,Chairs,"Hon Steel Folding Chair, Set of Two",251.01,3,0.0,122.94,10.29
TEC-MA-10002268,Technology,Machines,"StarTech Receipt Printer, White",277.9245,3,0.15,62.1045,4.63
FUR-HON-10000344,Furniture,Chairs,"Hon Rocking Chair, Red",130.62,1,0.0,10.44,9.29
TEC-CO-10002504,Technology,Copiers,"Brother Copy Machine, Laser",697.08304,4,0.002,333.80304,68.54
OFF-AP-10004511,Office Supplies,Appliances,"Cuisinart Refrigerator, Black",1486.53,3,0.0,624.33,88.85
OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,0.0,0.0,121.83
TEC-PH-10000215,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,69.9,2,0.0,18.873,29.05
FUR-BO-10001558,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine",612.684,6,0.4,-296.136,117.25
TEC-CO-10001864,Technology,Copiers,"Brother Ink, High-Speed",523.8,6,0.4,34.92,156.66
OFF-SU-10003540,Office Supplies,Supplies,"Acme Shears, Serrated",139.86,3,0.0,4.14,16.88
OFF-BI-10000482,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",91.44,3,0.0,8.19,6.62
OFF-HAR-10004896,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",51.6,4,0.0,10.8,11.83
OFF-AR-10001672,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",48.87,2,0.5,-20.55,3.93
OFF-EN-10003858,Office Supplies,Envelopes,"Jiffy Manila Envelope, Recycled",24.81,1,0.0,7.68,3.61
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0.0,197.9208,104.38
FUR-FU-10003462,Furniture,Furnishings,"Rubbermaid Photo Frame, Black",103.5,2,0.0,2.04,6.45
TEC-ENE-10004192,Technology,Accessories,"Enermax Keyboard, Bluetooth",33.384,1,0.6,-10.026,3.85
OFF-EN-10001940,Office Supplies,Envelopes,"Cameo Peel and Seal, Security-Tint",31.2,2,0.0,1.56,2.04
OFF-PA-10000206,Office Supplies,Paper,"Green Bar Message Books, Recycled",28.44,2,0.4,-8.1,1.18
OFF-BI-10002287,Office Supplies,Binders,"Acco Index Tab, Clear",8.04,1,0.0,2.88,0.99
OFF-LA-10001169,Office Supplies,Labels,"Harbour Creations Round Labels, Laser Printer Compatible",27.0,4,0.0,3.96,0.88
OFF-ST-10002530,Office Supplies,Storage,"Rogers Lockers, Single Width",1269.9,6,0.0,558.72,43.04
FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",92.304,2,0.2,-17.316,16.32
OFF-XER-10003300,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",24.51,1,0.0,5.61,3.49
OFF-NOV-10000512,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",41.28,4,0.0,19.32,5.88
OFF-BI-10000563,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",28.56,7,0.5,-1.89,1.96
OFF-FEL-10001792,Office Supplies,Storage,"Fellowes Folders, Wire Frame",25.47,1,0.0,6.6,2.8
TEC-MA-10003780,Technology,Machines,"Epson Card Printer, White",841.8,5,0.0,227.25,48.25
OFF-PA-10002488,Office Supplies,Paper,"Xerox Message Books, Multicolor",43.56,3,0.0,7.8,7.63
OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514,24.68
FUR-FU-10004503,Furniture,Furnishings,"Tenex Photo Frame, Black",139.968,3,0.1,43.488,10.59
FUR-TA-10004653,Furniture,Tables,"Chromcraft Training Table, Rectangular",985.11,5,0.3,-225.24,68.3
OFF-ST-10001598,Office Supplies,Storage,"Fellowes Box, Blue",31.488,4,0.4,-1.072,3.52
OFF-LA-10004114,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",8.94,1,0.0,2.58,0.71
FUR-CH-10004920,Furniture,Chairs,"Office Star Chairmat, Red",131.64,3,0.0,17.1,15.35
OFF-HON-10000934,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible",65.16,6,0.0,11.7,8.57
TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,10,0.0,93.204,3.71
FUR-FU-10001775,Furniture,Furnishings,"Deflect-O Stacking Tray, Durable",126.45,5,0.0,6.3,16.07
OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.472,6,0.2,1.8468,1.68
FUR-CH-10002091,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",328.266,2,0.1,87.486,16.37
OFF-HAM-10004122,Office Supplies,Appliances,"Hamilton Beach Microwave, Silver",84.978,1,0.7,-189.792,16.46
OFF-PA-10000781,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",29.664,3,0.4,-0.036,1.82
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",13.86,7,0.0,0.0,1.25
OFF-AR-10003890,Office Supplies,Art,"Binney & Smith Pens, Blue",71.64,6,0.0,12.78,17.59
TEC-MA-10003112,Technology,Machines,"StarTech Phone, Durable",149.28,2,0.0,7.44,10.04
TEC-MA-10003730,Technology,Machines,"StarTech Card Printer, White",215.88,2,0.0,97.12,26.6
OFF-LA-10000713,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",20.72,4,0.0,7.44,1.53
OFF-FA-10003186,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack",30.7824,4,0.47,-8.2176,2.81
OFF-BI-10001183,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",54.66,3,0.0,3.78,4.6
OFF-PA-10003518,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",119.52,4,0.0,3.48,7.26
TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10499.97,3,0.0,5039.9856,363.19
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1,0.2,7.9378,3.46
OFF-PA-10002371,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",83.79,3,0.0,30.15,6.95
OFF-LA-10004756,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",11.3844,2,0.47,-1.3356,1.78
TEC-AC-10002218,Technology,Accessories,"Memorex Keyboard, Erganomic",207.45,3,0.0,4.14,25.63
FUR-BO-10000269,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",99.288,2,0.4,-8.312,10.54
FUR-CH-10002882,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",179.508,7,0.4,2.968,33.81
OFF-ADV-10001451,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",16.74,1,0.0,2.16,1.17
OFF-EN-10000251,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Security-Tint",50.96,7,0.0,2.52,8.96
OFF-PA-10001720,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",88.02,6,0.0,33.3,7.67
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76,2,0.0,0.7728,3.67
OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,0.0,4.9104,1.4
FUR-CH-10003772,Furniture,Chairs,"Office Star Chairmat, Red",315.936,6,0.2,78.876,12.65
OFF-AP-10001905,Office Supplies,Appliances,"KitchenAid Toaster, White",141.882,2,0.15,3.282,17.64
TEC-MA-10002118,Technology,Machines,"Konica Printer, Red",476.982,3,0.4,39.672,85.57
OFF-LA-10004181,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",12.3,2,0.0,5.04,1.14
OFF-HOO-10002946,Office Supplies,Appliances,"Hoover Stove, Red",568.47,1,0.0,284.22,90.29
OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622,0.16
OFF-EN-10004892,Office Supplies,Envelopes,"Ames Manila Envelope, with clear poly window",28.23,1,0.0,11.55,3.52
OFF-WIL-10000604,Office Supplies,Binders,"Wilson Jones Binder, Clear",12.48,1,0.0,0.99,0.84
OFF-EN-10001202,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",50.16,4,0.0,24.0,8.63
OFF-BI-10004483,Office Supplies,Binders,"Ibico Index Tab, Clear",41.6826,6,0.17,-6.5574,3.03
OFF-ST-10002781,Office Supplies,Storage,"Smead File Cart, Single Width",687.36,8,0.0,261.12,51.53
OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.6616,4.72
FUR-TA-10001237,Furniture,Tables,"Barricks Coffee Table, Fully Assembled",424.158,2,0.3,-133.362,86.62
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,0.2,-97.176,58.11
OFF-SU-10000810,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",35.64,3,0.5,-17.82,3.59
FUR-FU-10001200,Furniture,Furnishings,"Tenex Photo Frame, Erganomic",302.76,6,0.0,5.94,46.81
TEC-PH-10002907,Technology,Phones,"Motorola Headset, VoIP",407.133,6,0.15,28.593,7.65
OFF-FA-10000899,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack",65.772,4,0.1,29.172,8.72
FUR-DEF-10000720,Furniture,Furnishings,"Deflect-O Door Stop, Duo Pack",88.02,2,0.0,31.68,15.06
TEC-CAN-10004166,Technology,Copiers,"Canon Personal Copier, Color",144.18,1,0.0,7.2,3.22
OFF-AP-10001885,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White",43.52,2,0.2,-7.08,5.38
OFF-LA-10002770,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",12.384,2,0.4,-5.376,2.82
OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,325.86,2,0.0,149.8956,83.2
OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.2,3.9771,1.28
OFF-FA-10003505,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal",28.38,2,0.0,5.64,4.6
OFF-PA-10003805,Office Supplies,Paper,"Eaton Note Cards, Multicolor",118.272,7,0.45,-43.008,22.79
OFF-STO-10003329,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",54.6,4,0.0,17.4,4.48
OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",12.9,2,0.0,3.3,2.33
TEC-AC-10004877,Technology,Accessories,Imation�30456 USB�Flash Drive�8GB,6.9,1,0.0,0.552,0.42
OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable",25.92,3,0.0,0.72,2.07
FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,3,0.0,57.4938,11.48
OFF-EN-10003271,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint",63.27,6,0.5,-24.21,12.38
OFF-FA-10004139,Office Supplies,Fasteners,"Advantus Thumb Tacks, 12 Pack",26.04,2,0.0,1.02,5.31
OFF-EN-10004849,Office Supplies,Envelopes,"Cameo Mailers, Security-Tint",171.9744,8,0.47,-45.4656,13.28
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404,119.72
OFF-EN-10001870,Office Supplies,Envelopes,"Kraft Peel and Seal, Security-Tint",30.52,2,0.0,10.36,3.68
OFF-ST-10003293,Office Supplies,Storage,"Smead File Cart, Single Width",154.116,2,0.4,5.136,12.07
TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,99.98,2,0.0,3.9992,7.0
OFF-ACC-10004281,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",28.08,4,0.0,14.04,2.72
TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965,84.48
FUR-TA-10000184,Furniture,Tables,"Barricks Conference Table, Fully Assembled",5451.3,6,0.0,2071.44,432.13
OFF-PA-10004411,Office Supplies,Paper,"Xerox Memo Slips, Multicolor",19.92,2,0.0,4.76,3.42
OFF-LA-10003231,Office Supplies,Labels,"Smead Round Labels, Adjustable",4.8,2,0.5,-1.92,0.34
FUR-TA-10000989,Furniture,Tables,"Lesro Conference Table, Rectangular",2266.1475,5,0.47,-0.0525,190.79
OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0.0,18.9702,5.63
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849,243.89
OFF-EN-10004988,Office Supplies,Envelopes,"Cameo Mailers, Set of 50",30.528,2,0.4,-8.672,2.6
OFF-PA-10002524,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",76.707,3,0.1,27.207,21.1
FUR-TA-10003079,Furniture,Tables,"Hon Training Table, Rectangular",176.144,2,0.6,-48.456,16.19
OFF-GLO-10004430,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",4.842,1,0.7,-4.218,0.69
TEC-CO-10002326,Technology,Copiers,"Canon Copy Machine, Color",527.16,2,0.0,131.76,37.54
OFF-FA-10004339,Office Supplies,Fasteners,"Stockwell Staples, Metal",94.77,9,0.0,25.38,5.96
TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,2,0.2,55.9984,25.16
FUR-BO-10002008,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",65.584,1,0.2,-2.476,7.18
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,3,0.0,103.158,38.36
OFF-ELI-10001904,Office Supplies,Supplies,"Elite Letter Opener, Steel",48.0,2,0.0,6.72,3.09
OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",121.419,3,0.1,49.869,15.5
TEC-CO-10001919,Technology,Copiers,"Brother Fax Machine, Color",851.57344,4,0.002,356.61344,65.87
FUR-FU-10000913,Furniture,Furnishings,"Rubbermaid Door Stop, Durable",73.494,3,0.4,-33.156,11.36
OFF-LA-10001444,Office Supplies,Labels,"Avery Round Labels, Alphabetical",6.264,1,0.1,2.274,0.46
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,4,0.2,3.36,0.89
OFF-PA-10001620,Office Supplies,Paper,"SanDisk Memo Slips, Recycled",67.56,4,0.0,27.6,11.75
OFF-PA-10000644,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",38.64,3,0.6,-39.66,2.76
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13.36,2,0.0,6.4128,2.21
OFF-FA-10002531,Office Supplies,Fasteners,"Advantus Paper Clips, Bulk Pack",14.07,2,0.5,-9.87,1.01
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716,1.1
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,549.98,2,0.0,142.9948,44.1
OFF-HON-10004621,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable",42.84,4,0.0,6.84,3.56
OFF-AP-10004869,Office Supplies,Appliances,"KitchenAid Toaster, White",250.38,3,0.0,100.08,4.01
OFF-EN-10002896,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",39.0,3,0.0,9.36,1.47
TEC-PH-10001117,Technology,Phones,"Apple Smart Phone, Full Size",1622.3355,3,0.15,248.0355,168.62
OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,0.0,6.253,0.15
OFF-KRA-10002752,Office Supplies,Envelopes,"Kraft Clasp Envelope, Recycled",15.6,2,0.0,2.46,1.08
OFF-PA-10003906,Office Supplies,Paper,"Eaton Memo Slips, Premium",14.5644,2,0.47,-0.5556,1.61
FUR-CH-10002291,Furniture,Chairs,"Hon Bag Chairs, Set of Two",151.68,6,0.2,17.04,8.9
FUR-CH-10002743,Furniture,Chairs,"Novimex Chairmat, Adjustable",176.49,4,0.25,-58.83,9.52
OFF-AR-10001599,Office Supplies,Art,"Binney & Smith Canvas, Blue",138.672,3,0.1,13.842,14.59
TEC-CO-10004521,Technology,Copiers,"HP Personal Copier, Laser",247.7514,5,0.402,15.6514,21.67
TEC-STA-10000893,Technology,Machines,"StarTech Inkjet, White",298.92,1,0.0,131.52,69.09
OFF-LA-10002486,Office Supplies,Labels,"Novimex File Folder Labels, 5000 Label Set",31.104,6,0.4,-15.696,2.42
FUR-BO-10000035,Furniture,Bookcases,"Dania Classic Bookcase, Pine",2596.293,7,0.1,923.013,47.83
TEC-LOG-10001629,Technology,Accessories,"Logitech Mouse, Programmable",123.12,4,0.0,33.24,11.0
OFF-FA-10003991,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",17.28,3,0.2,-1.74,3.66
TEC-AC-10000218,Technology,Accessories,"SanDisk Numeric Keypad, USB",63.792,2,0.4,-11.748,7.51
FUR-FU-10000225,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",146.34,3,0.0,7.29,34.2
OFF-ST-10003414,Office Supplies,Storage,"Tenex Shelving, Industrial",99.252,2,0.1,9.912,15.5
TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,1,0.2,4.1391,10.83
OFF-AP-10002872,Office Supplies,Appliances,"Cuisinart Coffee Grinder, White",231.525,7,0.1,79.695,23.47
OFF-BI-10001662,Office Supplies,Binders,"Avery Binder, Recycled",44.2,5,0.0,3.9,6.65
OFF-ST-10004280,Office Supplies,Storage,"Eldon Trays, Industrial",218.025,5,0.1,-24.225,16.32
OFF-ST-10004830,Office Supplies,Storage,"Eldon Lockers, Blue",1781.19,9,0.0,35.37,89.54
OFF-AVE-10002311,Office Supplies,Binders,"Avery Binder Covers, Durable",12.57,1,0.0,1.62,1.26
TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011,14.75
OFF-BI-10000707,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",16.794,1,0.4,-7.296,1.79
FUR-FU-10004598,Furniture,Furnishings,"Deflect-O Stacking Tray, Durable",33.72,2,0.0,0.32,1.38
TEC-MA-10000964,Technology,Machines,"Okidata Calculator, Red",148.32,3,0.0,68.22,25.48
FUR-CH-10001423,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",154.304,2,0.2,15.424,12.43
OFF-ADV-10000177,Office Supplies,Fasteners,"Advantus Staples, Metal",65.88,6,0.0,27.0,3.37
FUR-BO-10001387,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",393.48,5,0.6,-157.47,27.85
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1,0.2,-0.2098,1.24
OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,5,0.2,130.2885,152.49
TEC-CO-10003474,Technology,Copiers,"Brother Personal Copier, Digital",712.65,5,0.0,14.25,82.24
TEC-MA-10003779,Technology,Machines,"Konica Printer, Durable",214.368,4,0.7,-142.912,30.77
FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284,2.42
FUR-BO-10004620,Furniture,Bookcases,"Safco Stackable Bookrack, Mobile",268.164,2,0.1,5.904,15.36
OFF-AR-10003738,Office Supplies,Art,"Boston Canvas, Fluorescent",109.8,2,0.0,43.92,7.4
FUR-TA-10003790,Furniture,Tables,"Bevis Computer Table, Fully Assembled",989.04,4,0.5,-435.24,54.23
OFF-EN-10003176,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",64.8,4,0.4,-6.48,29.04
FUR-CH-10004992,Furniture,Chairs,"Hon Bag Chairs, Red",36.12,3,0.6,-50.58,7.33
TEC-MA-10001991,Technology,Machines,"Konica Calculator, White",315.252,7,0.1,41.832,14.71
TEC-CO-10002697,Technology,Copiers,"Brother Wireless Fax, High-Speed",1131.03,3,0.0,327.96,76.57
OFF-STI-10001957,Office Supplies,Supplies,"Stiletto Ruler, Serrated",46.32,4,0.0,15.24,7.8
OFF-AP-10000604,Office Supplies,Appliances,"Breville Microwave, Silver",362.952,3,0.4,-60.528,30.05
FUR-CH-10000187,Furniture,Chairs,"Hon Chairmat, Red",149.931,3,0.1,24.921,8.08
OFF-AP-10000717,Office Supplies,Appliances,"Hoover Microwave, Black",554.526,2,0.1,-0.054,207.93
TEC-MA-10004423,Technology,Machines,"StarTech Card Printer, White",671.9265,5,0.17,177.9765,50.6
TEC-EPS-10004111,Technology,Machines,"Epson Inkjet, Wireless",308.34,1,0.0,33.9,26.14
OFF-FA-10004997,Office Supplies,Fasteners,"Accos Paper Clips, Bulk Pack",56.64,4,0.0,20.88,8.48
FUR-TA-10003078,Furniture,Tables,"Hon Training Table, Fully Assembled",2673.36,8,0.0,1069.2,432.57
TEC-AC-10001974,Technology,Accessories,"Logitech Memory Card, Bluetooth",124.056,2,0.4,-53.784,15.25
TEC-AC-10004715,Technology,Accessories,"Memorex Mouse, Erganomic",20.784,3,0.6,-12.516,1.87
OFF-AP-10001630,Office Supplies,Appliances,"Hamilton Beach Microwave, Black",2443.48,13,0.0,121.94,589.29
FUR-ADV-10000188,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",24.99,1,0.0,7.74,2.62
TEC-CO-10002271,Technology,Copiers,"Sharp Fax Machine, Laser",590.1174,3,0.002,69.7374,39.83
OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5,0.2,42.045,20.06
